Date,Close,High,Low,Open,Volume
01-01-2015,189.9998169,190.8771707,189.0903659,189.6574461,2963643
02-01-2015,189.4969482,191.7438282,189.229471,190.042616,7331366
05-01-2015,187.4212799,190.6418056,187.0467975,189.3792703,10103941
06-01-2015,178.9152679,186.8114243,178.0379141,186.1694646,18627980
07-01-2015,182.8098297,183.7727762,179.1078453,179.1292435,20720312
08-01-2015,180.1884766,184.6501246,179.7818969,184.0509472,19872227
09-01-2015,184.0937347,184.457518,180.8197284,181.5472806,13392787
12-01-2015,181.9538422,184.243518,180.0921583,184.1365271,10100113
13-01-2015,180.4238434,182.9488993,179.8567775,182.5316206,9948711
14-01-2015,178.6691437,181.2476949,177.8666836,180.3917394,11380041
15-01-2015,184.9389648,186.4047824,179.7497655,179.7497655,16927085
16-01-2015,186.1052399,187.2393717,182.3283477,184.0295455,19136963
19-01-2015,188.2344208,189.5932335,183.7620736,186.2122361,13339962
20-01-2015,193.241745,193.7767137,188.0632292,188.6303094,13361320
21-01-2015,194.033493,195.0285368,190.8878754,193.659025,17084297
22-01-2015,189.1117859,194.1298012,188.2023348,193.6911243,23721627
23-01-2015,189.7858276,192.1182858,187.6673512,190.4491853,18080494
27-01-2015,190.2458954,191.8828986,188.4162944,191.0697394,17939876
28-01-2015,194.0548859,194.6861606,189.6146358,189.6146358,19298126
29-01-2015,198.8803253,199.9716609,194.0655927,194.1083891,36117653
30-01-2015,195.8523712,199.276179,194.5149425,199.0086876,21746801
02-02-2015,194.3116608,196.8474158,193.8087894,196.0235575,19302710
03-02-2015,200.635025,201.33048,195.413713,195.413713,17092333
04-02-2015,198.7519379,201.9617501,198.1313765,200.9560072,14072894
05-02-2015,197.6605835,201.1271735,196.355252,200.2926304,12365643
06-02-2015,194.70755,199.0086975,193.2310331,197.7461766,9045844
09-02-2015,191.8829041,196.4408438,190.8771613,192.8458505,8839692
10-02-2015,188.7372894,193.5520074,184.3077386,192.1610974,13651008
11-02-2015,192.7388458,193.6055004,188.9512549,189.5932144,9781008
12-02-2015,194.5470428,195.5741838,189.8607141,194.3009638,8709626
13-02-2015,196.3338623,197.0400164,194.5256593,195.5848976,7393680
16-02-2015,193.1882324,197.7675703,192.589055,196.5906279,12266698
18-02-2015,192.9421387,194.3009656,191.3907282,192.5890545,9835036
19-02-2015,193.0277557,194.2153974,189.9249344,194.076295,9550637
20-02-2015,186.8328094,191.7331348,186.447628,191.5726342,18717199
23-02-2015,182.1999512,187.6138463,181.269102,186.1587276,14104463
24-02-2015,180.0600891,183.3448093,179.1078559,182.7991415,19946218
25-02-2015,180.4238434,183.2805853,179.9744675,181.632883,15274116
26-02-2015,180.1777649,181.8896616,179.0222207,181.0551043,21459750
27-02-2015,183.0772705,184.2435137,180.7341136,181.3653739,18659378
02-03-2015,184.9389648,187.3463305,183.0772668,185.9554065,14579511
03-03-2015,192.7602692,193.9692947,185.6130784,185.9554492,20636925
04-03-2015,189.9891052,194.6540501,188.3200048,193.8729882,14476047
05-03-2015,189.3685608,192.3215948,187.9134419,190.984166,10716702
09-03-2015,186.0945282,190.8236677,184.9176,189.4006462,14065391
10-03-2015,183.8476715,187.4105678,183.0452113,185.9447499,15234060
11-03-2015,183.1628876,186.0838096,182.4032239,184.2328248,11635873
12-03-2015,184.8427124,185.6130753,183.0880049,183.6015896,11782380
13-03-2015,181.911087,186.0838458,181.2477293,185.9554567,12936157
16-03-2015,180.1991577,182.7349126,179.8139763,182.2106431,13839990
17-03-2015,183.355484,184.0081426,179.9637734,182.0073562,19070082
18-03-2015,185.8805389,186.6509018,182.8954079,183.3875802,9269885
