Date,Close,High,Low,Open,Volume
01-01-2015,367.770813,369.1864578,364.511094,366.7556297,2002764
02-01-2015,374.9980469,376.0877425,367.3237465,367.3237465,6778320
05-01-2015,371.7755737,378.1273638,368.3482079,374.3833487,9937024
06-01-2015,364.0082092,369.7453246,360.2641931,368.8139762,9667316
07-01-2015,365.7498169,367.8360281,363.2258538,366.0198988,7249916
08-01-2015,367.5938721,371.9805319,363.2258574,369.8570531,13564920
09-01-2015,386.407074,392.8426996,356.3431701,368.8325367,44863328
12-01-2015,394.1372986,394.742675,386.5095647,389.6761491,12758888
13-01-2015,389.0986328,392.6191563,386.509503,392.6191563,8801236
14-01-2015,396.5028076,397.3130987,389.7878242,390.8867968,9921260
15-01-2015,397.5460205,401.0013318,393.448088,397.7229676,8342452
16-01-2015,394.5749512,402.3423853,393.4014435,400.1071499,6690960
19-01-2015,391.631897,397.1920636,390.1603851,394.8916155,4087744
20-01-2015,395.6739807,397.3131627,391.4363462,392.4701518,6804504
21-01-2015,404.1864929,405.3134334,394.5191163,397.0337566,8494908
22-01-2015,409.131958,410.3520333,402.5845981,405.0992383,9958396
23-01-2015,412.5965576,414.4499314,403.2923986,409.7931906,9486328
27-01-2015,397.9651184,413.7049043,396.7730108,413.7049043,13739968
28-01-2015,399.4645996,401.3738636,396.810257,400.4797601,13134356
29-01-2015,399.641571,400.4611394,396.3073622,399.5484362,15369424
30-01-2015,398.9709473,402.8174428,396.1862251,402.6218506,10833744
02-02-2015,398.0303345,400.8523016,396.0186131,398.8964702,8702540
03-02-2015,395.0592957,398.6077417,391.5388173,398.0303331,5265956
04-02-2015,399.1479797,400.4797897,396.0838073,398.5984478,5160016
05-02-2015,408.6383972,413.5186533,400.1072375,400.6288017,11875936
06-02-2015,415.4744873,418.6969616,407.6511614,410.7246109,7453728
09-02-2015,418.9017944,419.8517878,409.7932268,409.7932268,6536868
10-02-2015,424.3781128,428.0476155,417.4302464,417.8027857,8516920
