Date,Close,High,Low,Open,Volume
01-01-2015,308.0735779,309.7714266,298.5232256,300.8577568,2460188
02-01-2015,309.8987122,311.5541036,307.3094969,308.8375461,2795887
05-01-2015,303.0224609,310.9174495,301.8764383,310.9174495,1605267
06-01-2015,300.6455383,302.3009301,295.7642195,302.3009301,3916948
07-01-2015,301.3670654,303.9138526,297.5469422,298.77785,4899318
08-01-2015,306.5879517,308.116001,299.7965576,302.6829144,7096620
09-01-2015,302.0462341,309.7714241,300.4757277,307.7340057,3831782
12-01-2015,296.2310791,301.9613069,294.6605729,301.9613069,2276975
13-01-2015,293.9814148,299.0749599,292.2835952,297.0375418,1604173
14-01-2015,293.5569763,295.5943945,292.5807242,294.5332571,3415213
15-01-2015,296.5706482,299.3296627,291.4346746,293.8116624,4966049
16-01-2015,291.0527039,298.8203218,287.8692341,294.5757146,9779165
19-01-2015,297.5045166,299.0750231,290.2462385,291.9440872,3385131
20-01-2015,301.2822266,303.0649606,295.4671124,297.504531,2891041
21-01-2015,313.2519836,314.1008936,300.9426174,301.3670724,5052826
22-01-2015,314.1008911,317.4541312,306.587958,316.944791,2502844
23-01-2015,326.0707397,329.1692959,315.7987902,316.605272,6269436
27-01-2015,334.6448059,335.3239454,323.9484025,324.8822264,5268554
28-01-2015,317.1570129,335.9181745,315.4591644,334.220326,4490563
29-01-2015,319.0246277,323.0145501,308.200883,318.1757178,7542171
30-01-2015,317.2419128,323.2692538,310.8325739,323.2692538,5409140
02-02-2015,305.0174561,316.9447956,302.640468,314.1008957,4157252
03-02-2015,315.416687,317.4965332,305.696538,305.7389663,4242370
04-02-2015,313.2095032,320.2980097,309.8562633,318.3454768,5535031
05-02-2015,309.601593,315.7138184,305.6540992,314.1008553,8259274
06-02-2015,312.6153259,314.1009184,304.7627936,309.7714258,3318996
09-02-2015,302.3009033,310.4505479,299.881487,309.8562937,3030260
10-02-2015,302.3433533,307.1397575,299.6692238,301.6217568,6847286
11-02-2015,302.3009033,306.1634838,295.4246524,303.022471,3489433
12-02-2015,299.4145813,305.4843507,296.528253,304.762783,4361948
13-02-2015,301.3670654,302.640459,296.528233,300.3483563,3377769
16-02-2015,306.7577209,310.2383032,298.8203043,299.6692142,2355833
18-02-2015,298.820282,308.6253169,297.5469172,308.200862,3408770
19-02-2015,302.8102112,304.2533752,297.2922397,301.324619,3057263
20-02-2015,296.5706482,304.5929498,295.6368531,301.3670521,4072136
23-02-2015,294.8303223,297.8864202,293.0475889,295.4245763,2410807
24-02-2015,290.3735657,296.9951322,288.718174,293.8116912,7390936
25-02-2015,295.934021,297.5469845,292.5807804,294.4908567,2882686
26-02-2015,296.5706482,299.3296627,293.9390046,297.1224453,4571845
27-02-2015,301.5368652,303.9987384,294.8728133,296.2735491,3711112
02-03-2015,296.315979,308.1584032,293.3023089,302.4706327,4619840
03-03-2015,296.4857788,297.6318302,291.7742599,297.1224612,2293482
04-03-2015,298.1836548,304.2534244,296.5282631,298.8203373,3694564
05-03-2015,295.3397522,298.7354496,292.0714258,298.3109946,3879220
09-03-2015,291.5620117,294.3634544,287.8692022,294.3634544,3823862
10-03-2015,312.3606262,324.5426506,289.2699712,290.3735656,12896222
11-03-2015,330.6973267,334.4750218,307.5217581,314.1008962,14318713
12-03-2015,337.7009583,339.4836923,328.5750606,330.6124504,18411651
13-03-2015,339.7807617,341.860637,330.56998,338.6771673,12653947
16-03-2015,329.7210083,339.483615,327.8533894,339.483615,15605904
17-03-2015,328.1505432,333.1167468,321.7412042,332.9469763,13158523
18-03-2015,324.5001831,331.3340056,323.8635007,327.5987388,4777244
19-03-2015,324.2454834,326.7922705,322.3778644,325.1368503,4636137
20-03-2015,322.8022766,329.211643,320.5526313,323.4389877,7256601
23-03-2015,325.3491516,330.9944663,320.8922879,325.9858341,3546841
24-03-2015,334.3476563,336.5973019,323.9483667,324.1181659,8101985
25-03-2015,335.3239441,337.4038195,328.4901212,328.5325782,11374656
26-03-2015,339.2714233,342.5397782,331.0793219,331.0793219,12656646
27-03-2015,319.618866,343.3886576,315.0346896,340.4174445,9357286
30-03-2015,330.5700073,333.541221,320.5527143,322.5901328,5166621
31-03-2015,333.8807678,335.9181861,326.8347177,330.2728432,6709861
01-04-2015,341.5210876,343.6858195,333.6685555,333.880783,6096908
06-04-2015,340.2476807,347.2937308,338.2527193,341.5210743,4825167
07-04-2015,343.6008606,348.0576944,336.3425843,341.26633,4691848
08-04-2015,355.8253479,358.9663601,345.5109444,345.5109444,6392808
09-04-2015,345.6807556,356.9714125,344.0253641,355.8678181,5176227
10-04-2015,349.7131653,351.3685857,340.8419526,345.5110149,5103339
13-04-2015,361.3858337,362.4894282,346.3599095,347.2937334,4307880
15-04-2015,352.4296265,360.7914966,347.3361105,360.7914966,3883730
16-04-2015,354.8491211,359.0513,351.8354506,353.2786147,3429760
17-04-2015,344.6196289,360.5368912,342.8793521,356.5045403,6165372
20-04-2015,341.5210876,346.0203507,338.507417,342.7944526,3642501
21-04-2015,338.1253662,348.015316,334.4750134,337.573569,4315761
22-04-2015,339.0592346,340.6721694,332.098069,337.0218161,4659581
23-04-2015,339.4411926,342.0304081,337.0217764,341.0966129,6374398
24-04-2015,338.8469543,342.2850796,335.2814869,339.568522,8213565
27-04-2015,331.9282532,342.7095411,326.1131399,338.6771616,16825758
28-04-2015,340.2052002,347.6332472,325.476391,330.2303664,5756976
29-04-2015,328.8296814,341.690845,325.9009249,334.4750244,12480808
30-04-2015,323.5239563,329.3814984,315.6289958,328.9146151,9124401
04-05-2015,333.5412292,334.5599385,317.1570535,317.1570535,5025010
05-05-2015,328.5750122,332.7771622,324.7124032,332.7771622,2710648
06-05-2015,331.2491455,343.8131684,327.6836776,333.8807894,15076384
