Date,Close,High,Low,Open,Volume
01-01-2015,217.235321,217.7715439,215.6380864,216.9957386,3544940
02-01-2015,220.2586517,221.1713572,216.8588321,216.8588321,5900384
05-01-2015,218.3990326,221.4565878,217.9312599,221.3310936,4796000
06-01-2015,214.9992065,218.2621262,213.9267747,217.6802792,8219680
07-01-2015,215.6266785,217.0755929,213.6301351,214.4173464,5746112
08-01-2015,220.1559906,221.0915222,216.356862,217.7373264,9525824
09-01-2015,222.6203003,223.612862,220.5552928,221.9928152,8985184
12-01-2015,220.6579895,222.3350944,220.0761425,221.1942124,4126412
13-01-2015,219.8137207,221.776046,218.0681797,221.0915168,5828348
14-01-2015,219.9392395,222.3921358,218.9808958,219.060752,3685232
15-01-2015,226.6134186,227.7657067,221.5022612,225.8946573,11398476
16-01-2015,228.484436,231.5762374,227.8455449,228.6783943,7821308
19-01-2015,229.2145996,232.7399278,228.8495229,231.1997371,4239492
20-01-2015,232.9567261,234.3371907,228.63278,230.4581914,8505804
21-01-2015,232.7285461,235.6948257,232.3634555,234.4284633,6740612
22-01-2015,233.0251617,235.5921464,232.4090826,233.8808233,6470680
23-01-2015,237.9423676,239.1288737,233.7439161,235.0216984,9987912
27-01-2015,245.0728912,245.9171328,237.5088375,237.9880024,9962400
28-01-2015,241.490509,249.4424517,240.7261236,244.1487699,11364940
29-01-2015,249.8531494,251.1309316,242.0951521,245.2896216,20567616
30-01-2015,245.8258514,249.7505024,242.836746,249.7505024,10570416
02-02-2015,246.7955627,249.396779,240.1214037,243.8064578,5710352
03-02-2015,242.8025055,246.9324928,240.7945699,246.0882513,10200688
04-02-2015,243.6239319,246.613065,241.2394996,242.5515139,6197512
05-02-2015,245.6318817,249.351168,244.2285914,245.2896171,8059148
06-02-2015,240.3838348,246.190913,239.5966374,245.7459802,6903120
09-02-2015,237.3262634,239.984524,236.0484812,238.9006861,5231896
10-02-2015,240.6005859,242.3917929,235.0216843,235.0216843,9275752
11-02-2015,241.5019226,242.9622572,240.2697644,241.4106465,4161588
12-02-2015,245.5178223,246.8640687,240.2013007,243.0306938,5525740
13-02-2015,243.1903992,246.8868454,242.6883944,246.7042932,7714500
16-02-2015,243.5897522,247.5714196,242.4374501,245.4722077,7388716
18-02-2015,245.2440186,247.103634,241.1938872,243.5897396,5381692
19-02-2015,246.3848724,247.5485664,242.7340503,245.0614383,4507004
20-02-2015,244.8446655,248.6894318,243.8064519,247.1150093,6206024
23-02-2015,243.5783081,246.7841977,242.3233379,245.768796,5581564
24-02-2015,243.6125488,244.3769342,241.2052766,244.2172219,5846288
25-02-2015,240.1442413,245.2440062,239.5852203,244.1487483,4648524
26-02-2015,236.8813171,240.95426,236.185368,240.4180511,12426944
27-02-2015,240.4979095,241.5361232,238.5469903,238.5469903,10261784
02-03-2015,247.0123749,250.7658655,243.6923971,246.5103701,14385232
03-03-2015,247.1949158,249.1686473,245.7574211,247.9022571,6029348
04-03-2015,243.076355,253.1161176,241.8670088,252.1349478,12277624
05-03-2015,247.5942078,248.7122777,242.4374267,243.0078677,9702452
09-03-2015,241.6387939,246.8412267,240.9542648,245.7573889,5755808
10-03-2015,240.1670685,242.3803683,238.4443256,242.3233242,5134836
11-03-2015,241.0569458,242.3005239,239.5852192,239.7905835,5465536
12-03-2015,240.6348572,242.7569091,239.8362397,241.8898275,7530836
13-03-2015,237.9081268,242.7796874,236.0712957,241.8669818,5426780
16-03-2015,239.9388885,241.387803,237.8738811,238.4443221,5348772
17-03-2015,241.4220581,243.2132373,237.95376,241.866991,5369304
18-03-2015,242.677063,244.5823307,240.3154146,241.9012575,5148332
19-03-2015,240.0872192,245.0158522,239.2886018,244.3769471,5373572
20-03-2015,240.931488,241.7529176,238.6611159,239.813418,6483236
23-03-2015,239.0718384,241.7300992,238.6725297,240.9428738,5446740
24-03-2015,236.8356781,241.1824496,236.2652371,238.0564441,8973564
25-03-2015,235.9914398,238.8322248,235.2726786,237.3148741,10608900
26-03-2015,229.7622375,235.5236779,228.6555736,234.3143597,35800620
27-03-2015,231.5191803,233.5499418,230.0246138,231.5876304,10840896
30-03-2015,236.5960999,237.0752647,231.0970406,232.7399134,6955144
31-03-2015,233.3559875,237.2806241,231.5647946,237.2806241,5962256
01-04-2015,235.7632751,236.5847047,231.1427029,234.1318082,3844196
06-04-2015,235.466629,236.584699,232.6942941,236.1625782,7151172
07-04-2015,235.6491547,236.8927048,233.5727552,235.7632429,6197072
08-04-2015,236.2881012,237.8624962,235.0331309,237.3148951,4106144
09-04-2015,240.9771118,241.638829,235.0217128,236.9041683,7002784
10-04-2015,237.9081268,240.269747,236.1283398,240.269747,6119324
13-04-2015,237.0296936,238.7410169,236.1169879,237.3034942,4563236
15-04-2015,235.3981934,239.2885843,233.9264388,237.3034608,4893996
16-04-2015,234.9418335,235.831727,232.2835729,234.5653369,5610120
17-04-2015,232.3406525,234.5311406,231.8386615,233.9036555,4049012
20-04-2015,229.3401031,233.8808193,228.7696621,232.7399372,5188880
21-04-2015,228.8609467,231.4621634,227.1724356,229.3172995,6510744
22-04-2015,231.1654968,232.9680959,226.6932451,229.6595382,6765936
23-04-2015,231.2567902,233.6982666,229.5682792,232.7513429,9627828
24-04-2015,229.6481476,232.5117587,228.2562631,232.4889466,7205244
27-04-2015,229.4199524,231.0285931,227.2636827,229.762217,7370704
28-04-2015,229.2145996,230.7890223,225.9174478,228.0737176,7942108
29-04-2015,226.6134186,230.3440975,225.4383044,229.0891272,7863564
30-04-2015,225.6208191,227.0355155,223.3960992,226.12281,15143684
04-05-2015,228.3931885,230.3440941,226.3510067,226.8187656,3141448
05-05-2015,225.3584442,229.066311,224.9477155,227.959647,5138004
06-05-2015,221.4680176,225.3242045,220.3043235,225.3242045,11007696
07-05-2015,217.0641937,221.3310949,215.444147,220.8747422,11736664
08-05-2015,224.0692291,225.3926495,217.9997423,219.3916128,11571932
11-05-2015,225.963089,226.522124,222.2552224,224.9933393,6731344
12-05-2015,221.7760773,225.8946589,220.6466012,225.8946589,11107568
13-05-2015,225.9516754,226.6704366,221.6961801,222.6659298,7791848
14-05-2015,226.1342163,227.0012838,222.2438115,225.6664575,4455188
15-05-2015,225.91745,227.6173669,224.5712175,227.0127078,8153624
18-05-2015,230.4239349,230.9145198,226.3509917,227.2636973,5713304
19-05-2015,229.8991547,232.2836011,227.7428847,229.6253402,4786348
20-05-2015,233.664032,234.291517,230.3554606,230.3782866,4008840
21-05-2015,233.8123169,235.0216628,231.6218293,233.6526046,3934380
22-05-2015,233.7211151,234.7935331,232.3634487,233.8123634,4689536
25-05-2015,233.5499725,235.2498897,232.19232,234.6566365,4369060
26-05-2015,234.428421,235.0672982,232.2949635,233.755284,4906344
27-05-2015,236.8813171,237.3034379,233.0593627,233.6069777,3218592
28-05-2015,234.8848114,238.1477175,233.2419384,237.0867194,9561160
29-05-2015,239.7107086,240.497906,234.3713757,235.0102529,5058680
01-06-2015,236.4363708,240.9542746,235.2498647,239.3456199,3841320
02-06-2015,230.1843567,237.3719274,229.2944771,236.9383867,4726008
03-06-2015,229.4427795,232.0554021,227.7200505,230.2299909,5824832
04-06-2015,231.587677,232.2493803,227.0355543,230.1957924,5557588
05-06-2015,230.8574677,232.3976583,228.746836,230.5152031,6753860
08-06-2015,228.963623,230.9715727,227.1610238,229.1461614,3811996
09-06-2015,228.598526,229.5454637,227.5146881,229.3172872,6040260
10-06-2015,231.7359772,232.5117826,227.4919011,227.7200776,7986248
11-06-2015,228.2220306,232.4090619,226.9670605,232.1922915,9094176
12-06-2015,230.2642212,230.6521099,225.9288696,228.4045779,6528344
15-06-2015,229.3629608,231.3138666,228.1764405,228.6327934,5999828
16-06-2015,230.0930939,230.5608527,227.5032833,228.1764065,6010524
17-06-2015,229.2488556,231.2568053,228.0623354,230.2300114,9686268
18-06-2015,232.6486664,233.6070101,228.6898112,229.5226606,8431716
19-06-2015,235.135788,236.1511618,231.1769329,233.8351936,3742324
22-06-2015,238.9349365,241.1596566,234.6794408,235.5008704,5449652
23-06-2015,240.0644073,242.1408072,237.8739193,240.0415953,5655180
24-06-2015,238.6269226,241.3650398,237.9195534,240.4979582,6267396
25-06-2015,243.0078583,244.3426846,237.9081215,239.1859037,16573568
26-06-2015,242.5173035,244.3655269,239.9275067,243.4642412,5647504
29-06-2015,241.1026459,242.2663402,235.1358263,238.4215726,6487836
30-06-2015,243.4984741,244.6051242,239.1288901,240.0986399,7290136
01-07-2015,244.6849518,245.7459776,241.8783988,242.1750114,4971188
02-07-2015,243.2711182,245.4550869,242.6849118,244.8343912,4483444
03-07-2015,246.960907,247.3977064,242.3171106,242.3171106,4039288
06-07-2015,249.0873718,249.432209,243.7423959,244.6159946,3267780
07-07-2015,249.8575287,250.9265296,247.9379406,247.9379406,4141472
08-07-2015,245.7194214,248.4206454,245.0642365,248.0758083,5400676
09-07-2015,246.9149475,247.5701326,243.7079446,244.3056568,2797964
10-07-2015,250.7540894,251.731128,245.6390048,245.9378749,4900088
13-07-2015,251.9954987,254.2369401,249.4322036,249.4322036,7076084
14-07-2015,251.0069427,253.3173628,249.6620835,251.846052,5674116
15-07-2015,252.1218872,253.2138714,250.7655504,251.2713003,3849404
